Time	SpeedSignalFreq	Speed
2020-10-21T10:38:07.461300+09:00	9	148.83
2020-10-21T10:38:07.461325+09:00	9	148.83
2020-10-21T10:38:07.461350+09:00	9	148.83
2020-10-21T10:38:07.461375+09:00	9	148.83
2020-10-21T10:38:07.461400+09:00	9	148.83
2020-10-21T10:38:07.461425+09:00	9	148.83
2020-10-21T10:38:07.461450+09:00	9	148.83
2020-10-21T10:38:07.461475+09:00	9	148.83
2020-10-21T10:38:07.461500+09:00	9	148.83
2020-10-21T10:38:07.461525+09:00	9	148.83
2020-10-21T10:38:07.461550+09:00	9	148.83
2020-10-21T10:38:07.461575+09:00	9	148.83
2020-10-21T10:38:07.461600+09:00	9	148.83
2020-10-21T10:38:07.461625+09:00	9	148.83
2020-10-21T10:38:07.461650+09:00	9	148.83
2020-10-21T10:38:07.461675+09:00	9	148.83
2020-10-21T10:38:07.461700+09:00	9	148.83
2020-10-21T10:38:07.461725+09:00	9	148.83
2020-10-21T10:38:07.461750+09:00	9	148.83
2020-10-21T10:38:07.461775+09:00	9	148.83
2020-10-21T10:38:07.461800+09:00	9	148.83
2020-10-21T10:38:07.461825+09:00	9	148.83
2020-10-21T10:38:07.461850+09:00	9	148.83
2020-10-21T10:38:07.461875+09:00	9	148.83
2020-10-21T10:38:07.461900+09:00	9	148.83
2020-10-21T10:38:07.461925+09:00	9	148.83
2020-10-21T10:38:07.461950+09:00	9	148.83
2020-10-21T10:38:07.461975+09:00	9	148.83
2020-10-21T10:38:07.462000+09:00	9	148.83
2020-10-21T10:38:07.462025+09:00	9	148.83
2020-10-21T10:38:07.462050+09:00	9	148.83
2020-10-21T10:38:07.462075+09:00	9	148.83
2020-10-21T10:38:07.462100+09:00	9	148.83
2020-10-21T10:38:07.462125+09:00	9	148.83
2020-10-21T10:38:07.462150+09:00	9	148.83
2020-10-21T10:38:07.462175+09:00	9	148.83
2020-10-21T10:38:07.462200+09:00	9	148.83
2020-10-21T10:38:07.462225+09:00	9	148.83
2020-10-21T10:38:07.462250+09:00	9	148.83
2020-10-21T10:38:07.462275+09:00	9	148.83
2020-10-21T10:38:07.462300+09:00	9	148.83
2020-10-21T10:38:07.462325+09:00	9	148.83
2020-10-21T10:38:07.462350+09:00	9	148.83
2020-10-21T10:38:07.462375+09:00	9	148.83
2020-10-21T10:38:07.462400+09:00	9	148.83
2020-10-21T10:38:07.462425+09:00	9	148.83
2020-10-21T10:38:07.462450+09:00	9	148.83
2020-10-21T10:38:07.462475+09:00	9	148.83
2020-10-21T10:38:07.462500+09:00	9	148.83
2020-10-21T10:38:07.462525+09:00	9	148.83
2020-10-21T10:38:07.462550+09:00	9	148.83
2020-10-21T10:38:07.462575+09:00	9	148.83
2020-10-21T10:38:07.462600+09:00	9	148.83
2020-10-21T10:38:07.462625+09:00	9	148.83
2020-10-21T10:38:07.462650+09:00	9	148.83
2020-10-21T10:38:07.462675+09:00	9	148.83
2020-10-21T10:38:07.462700+09:00	9	148.83
2020-10-21T10:38:07.462725+09:00	9	148.83
2020-10-21T10:38:07.462750+09:00	9	148.83
2020-10-21T10:38:07.462775+09:00	9	148.83
2020-10-21T10:38:07.462800+09:00	9	148.83
2020-10-21T10:38:07.462825+09:00	9	148.83
2020-10-21T10:38:07.462850+09:00	9	148.83
2020-10-21T10:38:07.462875+09:00	9	148.83
2020-10-21T10:38:07.462900+09:00	9	148.83
2020-10-21T10:38:07.462925+09:00	9	148.83
2020-10-21T10:38:07.462950+09:00	9	148.83
2020-10-21T10:38:07.462975+09:00	9	148.83
2020-10-21T10:38:07.463000+09:00	9	148.83
2020-10-21T10:38:07.463025+09:00	9	148.83
2020-10-21T10:38:07.463050+09:00	9	148.83
2020-10-21T10:38:07.463075+09:00	9	148.83
2020-10-21T10:38:07.463100+09:00	9	148.83
2020-10-21T10:38:07.463125+09:00	9	148.83
2020-10-21T10:38:07.463150+09:00	9	148.83
2020-10-21T10:38:07.463175+09:00	9	148.83
2020-10-21T10:38:07.463200+09:00	9	148.83
2020-10-21T10:38:07.463225+09:00	9	148.83
2020-10-21T10:38:07.463250+09:00	9	148.83
2020-10-21T10:38:07.463275+09:00	9	148.83
2020-10-21T10:38:07.463300+09:00	9	148.83
2020-10-21T10:38:07.463325+09:00	9	148.83
2020-10-21T10:38:07.463350+09:00	9	148.83
2020-10-21T10:38:07.463375+09:00	9	148.83
2020-10-21T10:38:07.463400+09:00	9	148.83
2020-10-21T10:38:07.463425+09:00	9	148.83
2020-10-21T10:38:07.463450+09:00	9	148.83
2020-10-21T10:38:07.463475+09:00	9	148.83
2020-10-21T10:38:07.463500+09:00	9	148.83
2020-10-21T10:38:07.463525+09:00	9	148.83
2020-10-21T10:38:07.463550+09:00	9	148.83
2020-10-21T10:38:07.463575+09:00	9	148.83
2020-10-21T10:38:07.463600+09:00	9	148.83
2020-10-21T10:38:07.463625+09:00	9	148.83
2020-10-21T10:38:07.463650+09:00	9	148.83
2020-10-21T10:38:07.463675+09:00	9	148.83
2020-10-21T10:38:07.463700+09:00	9	148.83
2020-10-21T10:38:07.463725+09:00	9	148.83
2020-10-21T10:38:07.463750+09:00	9	148.83
2020-10-21T10:38:07.463775+09:00	9	148.83
2020-10-21T10:38:07.463800+09:00	9	148.83
2020-10-21T10:38:07.463825+09:00	9	148.83
2020-10-21T10:38:07.463850+09:00	9	148.83
2020-10-21T10:38:07.463875+09:00	9	148.83
2020-10-21T10:38:07.463900+09:00	9	148.83
2020-10-21T10:38:07.463925+09:00	9	148.83
2020-10-21T10:38:07.463950+09:00	9	148.83
2020-10-21T10:38:07.463975+09:00	9	148.83
2020-10-21T10:38:07.464000+09:00	9	148.83
2020-10-21T10:38:07.464025+09:00	9	148.83
2020-10-21T10:38:07.464050+09:00	9	148.83
2020-10-21T10:38:07.464075+09:00	9	148.83
2020-10-21T10:38:07.464100+09:00	9	148.83
2020-10-21T10:38:07.464125+09:00	9	148.83
2020-10-21T10:38:07.464150+09:00	9	148.83
2020-10-21T10:38:07.464175+09:00	9	148.83
2020-10-21T10:38:07.464200+09:00	9	148.83
2020-10-21T10:38:07.464225+09:00	9	148.83
2020-10-21T10:38:07.464250+09:00	9	148.83
2020-10-21T10:38:07.464275+09:00	9	148.83
2020-10-21T10:38:07.464300+09:00	9	148.83
2020-10-21T10:38:07.464325+09:00	9	148.83
2020-10-21T10:38:07.464350+09:00	9	148.83
2020-10-21T10:38:07.464375+09:00	9	148.83
2020-10-21T10:38:07.464400+09:00	9	148.83
2020-10-21T10:38:07.464425+09:00	9	148.83
2020-10-21T10:38:07.464450+09:00	9	148.83
2020-10-21T10:38:07.464475+09:00	9	148.83
2020-10-21T10:38:07.464500+09:00	9	148.83
2020-10-21T10:38:07.464525+09:00	9	148.83
2020-10-21T10:38:07.464550+09:00	9	148.83
2020-10-21T10:38:07.464575+09:00	9	148.83
2020-10-21T10:38:07.464600+09:00	9	148.83
2020-10-21T10:38:07.464625+09:00	9	148.83
2020-10-21T10:38:07.464650+09:00	9	148.83
2020-10-21T10:38:07.464675+09:00	9	148.83
2020-10-21T10:38:07.464700+09:00	9	148.83
2020-10-21T10:38:07.464725+09:00	9	148.83
2020-10-21T10:38:07.464750+09:00	9	148.83
2020-10-21T10:38:07.464775+09:00	9	148.83
2020-10-21T10:38:07.464800+09:00	9	148.83
2020-10-21T10:38:07.464825+09:00	9	148.83
2020-10-21T10:38:07.464850+09:00	9	148.83
2020-10-21T10:38:07.464875+09:00	9	148.83
2020-10-21T10:38:07.464900+09:00	9	148.83
2020-10-21T10:38:07.464925+09:00	9	148.83
2020-10-21T10:38:07.464950+09:00	9	148.83
2020-10-21T10:38:07.464975+09:00	9	148.83
2020-10-21T10:38:07.465000+09:00	9	148.83
2020-10-21T10:38:07.465025+09:00	9	148.83
2020-10-21T10:38:07.465050+09:00	9	148.83
2020-10-21T10:38:07.465075+09:00	9	148.83
2020-10-21T10:38:07.465100+09:00	9	148.83
2020-10-21T10:38:07.465125+09:00	9	148.83
2020-10-21T10:38:07.465150+09:00	9	148.83
2020-10-21T10:38:07.465175+09:00	9	148.83
2020-10-21T10:38:07.465200+09:00	9	148.83
2020-10-21T10:38:07.465225+09:00	9	148.83
2020-10-21T10:38:07.465250+09:00	9	148.83
2020-10-21T10:38:07.465275+09:00	9	148.83
2020-10-21T10:38:07.465300+09:00	9	148.83
2020-10-21T10:38:07.465325+09:00	9	148.83
2020-10-21T10:38:07.465350+09:00	9	148.83
2020-10-21T10:38:07.465375+09:00	9	148.83
2020-10-21T10:38:07.465400+09:00	9	148.83
2020-10-21T10:38:07.465425+09:00	9	148.83
2020-10-21T10:38:07.465450+09:00	9	148.83
2020-10-21T10:38:07.465475+09:00	9	148.83
2020-10-21T10:38:07.465500+09:00	9	148.83
2020-10-21T10:38:07.465525+09:00	9	148.83
2020-10-21T10:38:07.465550+09:00	9	148.83
2020-10-21T10:38:07.465575+09:00	9	148.83
2020-10-21T10:38:07.465600+09:00	9	148.83
2020-10-21T10:38:07.465625+09:00	9	148.83
2020-10-21T10:38:07.465650+09:00	9	148.83
2020-10-21T10:38:07.465675+09:00	9	148.83
2020-10-21T10:38:07.465700+09:00	9	148.83
2020-10-21T10:38:07.465725+09:00	9	148.83
2020-10-21T10:38:07.465750+09:00	9	148.83
2020-10-21T10:38:07.465775+09:00	9	148.83
2020-10-21T10:38:07.465800+09:00	9	148.83
2020-10-21T10:38:07.465825+09:00	9	148.83
2020-10-21T10:38:07.465850+09:00	9	148.83
2020-10-21T10:38:07.465875+09:00	9	148.83
2020-10-21T10:38:07.465900+09:00	9	148.83
2020-10-21T10:38:07.465925+09:00	9	148.83
2020-10-21T10:38:07.465950+09:00	9	148.83
2020-10-21T10:38:07.465975+09:00	9	148.83
2020-10-21T10:38:07.466000+09:00	9	148.83
2020-10-21T10:38:07.466025+09:00	9	148.83
2020-10-21T10:38:07.466050+09:00	9	148.83
2020-10-21T10:38:07.466075+09:00	9	148.83
2020-10-21T10:38:07.466100+09:00	9	148.83
2020-10-21T10:38:07.466125+09:00	9	148.83
2020-10-21T10:38:07.466150+09:00	9	148.83
2020-10-21T10:38:07.466175+09:00	9	148.83
2020-10-21T10:38:07.466200+09:00	9	148.83
2020-10-21T10:38:07.466225+09:00	9	148.83
2020-10-21T10:38:07.466250+09:00	9	148.83
2020-10-21T10:38:07.466275+09:00	9	148.83
2020-10-21T10:38:07.466300+09:00	9	148.83
2020-10-21T10:38:07.466325+09:00	9	148.83
2020-10-21T10:38:07.466350+09:00	9	148.83
2020-10-21T10:38:07.466375+09:00	9	148.83
2020-10-21T10:38:07.466400+09:00	9	148.83
2020-10-21T10:38:07.466425+09:00	9	148.83
2020-10-21T10:38:07.466450+09:00	9	148.83
2020-10-21T10:38:07.466475+09:00	9	148.83
2020-10-21T10:38:07.466500+09:00	9	148.83
2020-10-21T10:38:07.466525+09:00	9	148.83
2020-10-21T10:38:07.466550+09:00	9	148.83
2020-10-21T10:38:07.466575+09:00	9	148.83
2020-10-21T10:38:07.466600+09:00	9	148.83
2020-10-21T10:38:07.466625+09:00	9	148.83
2020-10-21T10:38:07.466650+09:00	9	148.83
2020-10-21T10:38:07.466675+09:00	9	148.83
2020-10-21T10:38:07.466700+09:00	9	148.83
2020-10-21T10:38:07.466725+09:00	9	148.83
2020-10-21T10:38:07.466750+09:00	9	148.83
2020-10-21T10:38:07.466775+09:00	9	148.83
2020-10-21T10:38:07.466800+09:00	9	148.83
2020-10-21T10:38:07.466825+09:00	9	148.83
2020-10-21T10:38:07.466850+09:00	9	148.83
2020-10-21T10:38:07.466875+09:00	9	148.83
2020-10-21T10:38:07.466900+09:00	9	148.83
2020-10-21T10:38:07.466925+09:00	9	148.83
2020-10-21T10:38:07.466950+09:00	9	148.83
2020-10-21T10:38:07.466975+09:00	9	148.83
2020-10-21T10:38:07.467000+09:00	9	148.83
2020-10-21T10:38:07.467025+09:00	9	148.83
2020-10-21T10:38:07.467050+09:00	9	148.83
2020-10-21T10:38:07.467075+09:00	9	148.83
2020-10-21T10:38:07.467100+09:00	9	148.83
2020-10-21T10:38:07.467125+09:00	9	148.83
2020-10-21T10:38:07.467150+09:00	9	148.83
2020-10-21T10:38:07.467175+09:00	9	148.83
2020-10-21T10:38:07.467200+09:00	9	148.83
2020-10-21T10:38:07.467225+09:00	9	148.83
2020-10-21T10:38:07.467250+09:00	9	148.83
2020-10-21T10:38:07.467275+09:00	9	148.83
2020-10-21T10:38:07.467300+09:00	9	148.83
2020-10-21T10:38:07.467325+09:00	9	148.83
2020-10-21T10:38:07.467350+09:00	9	148.83
2020-10-21T10:38:07.467375+09:00	9	148.83
2020-10-21T10:38:07.467400+09:00	9	148.83
2020-10-21T10:38:07.467425+09:00	9	148.83
2020-10-21T10:38:07.467450+09:00	9	148.83
2020-10-21T10:38:07.467475+09:00	9	148.83
2020-10-21T10:38:07.467500+09:00	9	148.83
2020-10-21T10:38:07.467525+09:00	9	148.83
2020-10-21T10:38:07.467550+09:00	9	148.83
2020-10-21T10:38:07.467575+09:00	9	148.83
2020-10-21T10:38:07.467600+09:00	9	148.83
2020-10-21T10:38:07.467625+09:00	9	148.83
2020-10-21T10:38:07.467650+09:00	9	148.83
2020-10-21T10:38:07.467675+09:00	9	148.83
2020-10-21T10:38:07.467700+09:00	9	148.83
2020-10-21T10:38:07.467725+09:00	9	148.83
2020-10-21T10:38:07.467750+09:00	9	148.83
2020-10-21T10:38:07.467775+09:00	9	148.83
2020-10-21T10:38:07.467800+09:00	9	148.83
2020-10-21T10:38:07.467825+09:00	9	148.83
2020-10-21T10:38:07.467850+09:00	9	148.83
2020-10-21T10:38:07.467875+09:00	9	148.83
2020-10-21T10:38:07.467900+09:00	9	148.83
2020-10-21T10:38:07.467925+09:00	9	148.83
2020-10-21T10:38:07.467950+09:00	9	148.83
2020-10-21T10:38:07.467975+09:00	9	148.83
2020-10-21T10:38:07.468000+09:00	9	148.83
2020-10-21T10:38:07.468025+09:00	9	148.83
2020-10-21T10:38:07.468050+09:00	9	148.83
2020-10-21T10:38:07.468075+09:00	9	148.83
2020-10-21T10:38:07.468100+09:00	9	148.83
2020-10-21T10:38:07.468125+09:00	9	148.83
2020-10-21T10:38:07.468150+09:00	9	148.83
2020-10-21T10:38:07.468175+09:00	9	148.83
2020-10-21T10:38:07.468200+09:00	9	148.83
2020-10-21T10:38:07.468225+09:00	9	148.83
2020-10-21T10:38:07.468250+09:00	9	148.83
2020-10-21T10:38:07.468275+09:00	9	148.83
2020-10-21T10:38:07.468300+09:00	9	148.83
2020-10-21T10:38:07.468325+09:00	9	148.83
2020-10-21T10:38:07.468350+09:00	9	148.83
2020-10-21T10:38:07.468375+09:00	9	148.83
2020-10-21T10:38:07.468400+09:00	9	148.83
2020-10-21T10:38:07.468425+09:00	9	148.83
2020-10-21T10:38:07.468450+09:00	9	148.83
2020-10-21T10:38:07.468475+09:00	9	148.83
2020-10-21T10:38:07.468500+09:00	9	148.83
2020-10-21T10:38:07.468525+09:00	9	148.83
2020-10-21T10:38:07.468550+09:00	9	148.83
2020-10-21T10:38:07.468575+09:00	9	148.83
2020-10-21T10:38:07.468600+09:00	9	148.83
2020-10-21T10:38:07.468625+09:00	9	148.83
2020-10-21T10:38:07.468650+09:00	9	148.83
2020-10-21T10:38:07.468675+09:00	9	148.83
2020-10-21T10:38:07.468700+09:00	9	148.83
2020-10-21T10:38:07.468725+09:00	9	148.83
2020-10-21T10:38:07.468750+09:00	9	148.83
2020-10-21T10:38:07.468775+09:00	9	148.83
2020-10-21T10:38:07.468800+09:00	9	148.83
2020-10-21T10:38:07.468825+09:00	9	148.83
2020-10-21T10:38:07.468850+09:00	9	148.83
2020-10-21T10:38:07.468875+09:00	9	148.83
2020-10-21T10:38:07.468900+09:00	9	148.83
2020-10-21T10:38:07.468925+09:00	9	148.83
2020-10-21T10:38:07.468950+09:00	9	148.83
2020-10-21T10:38:07.468975+09:00	9	148.83
2020-10-21T10:38:07.469000+09:00	9	148.83
2020-10-21T10:38:07.469025+09:00	9	148.83
2020-10-21T10:38:07.469050+09:00	9	148.83
2020-10-21T10:38:07.469075+09:00	9	148.83
2020-10-21T10:38:07.469100+09:00	9	148.83
2020-10-21T10:38:07.469125+09:00	9	148.83
2020-10-21T10:38:07.469150+09:00	9	148.83
2020-10-21T10:38:07.469175+09:00	9	148.83
2020-10-21T10:38:07.469200+09:00	9	148.83
2020-10-21T10:38:07.469225+09:00	9	148.83
2020-10-21T10:38:07.469250+09:00	9	148.83
2020-10-21T10:38:07.469275+09:00	9	148.83
2020-10-21T10:38:07.469300+09:00	9	148.83
2020-10-21T10:38:07.469325+09:00	9	148.83
2020-10-21T10:38:07.469350+09:00	9	148.83
2020-10-21T10:38:07.469375+09:00	9	148.83
2020-10-21T10:38:07.469400+09:00	9	148.83
2020-10-21T10:38:07.469425+09:00	9	148.83
2020-10-21T10:38:07.469450+09:00	9	148.83
2020-10-21T10:38:07.469475+09:00	9	148.83
2020-10-21T10:38:07.469500+09:00	9	148.83
2020-10-21T10:38:07.469525+09:00	9	148.83
2020-10-21T10:38:07.469550+09:00	9	148.83
2020-10-21T10:38:07.469575+09:00	9	148.83
2020-10-21T10:38:07.469600+09:00	9	148.83
2020-10-21T10:38:07.469625+09:00	9	148.83
2020-10-21T10:38:07.469650+09:00	9	148.83
2020-10-21T10:38:07.469675+09:00	9	148.83
2020-10-21T10:38:07.469700+09:00	9	148.83
2020-10-21T10:38:07.469725+09:00	9	148.83
2020-10-21T10:38:07.469750+09:00	9	148.83
2020-10-21T10:38:07.469775+09:00	9	148.83
2020-10-21T10:38:07.469800+09:00	9	148.83
2020-10-21T10:38:07.469825+09:00	9	148.83
2020-10-21T10:38:07.469850+09:00	9	148.83
2020-10-21T10:38:07.469875+09:00	9	148.83
2020-10-21T10:38:07.469900+09:00	9	148.83
2020-10-21T10:38:07.469925+09:00	9	148.83
2020-10-21T10:38:07.469950+09:00	9	148.83
2020-10-21T10:38:07.469975+09:00	9	148.83
2020-10-21T10:38:07.480000+09:00	14	148.57
2020-10-21T10:38:07.480025+09:00	14	148.57
2020-10-21T10:38:07.480050+09:00	14	148.57
2020-10-21T10:38:07.480075+09:00	14	148.57
2020-10-21T10:38:07.480100+09:00	14	148.57
2020-10-21T10:38:07.480125+09:00	14	148.57
2020-10-21T10:38:07.480150+09:00	14	148.57
2020-10-21T10:38:07.480175+09:00	14	148.57
2020-10-21T10:38:07.480200+09:00	14	148.57
2020-10-21T10:38:07.480225+09:00	14	148.57
2020-10-21T10:38:07.480250+09:00	14	148.57
2020-10-21T10:38:07.480275+09:00	14	148.57
2020-10-21T10:38:07.480300+09:00	14	148.57
2020-10-21T10:38:07.480325+09:00	14	148.57
2020-10-21T10:38:07.480350+09:00	14	148.57
2020-10-21T10:38:07.480375+09:00	14	148.57
2020-10-21T10:38:07.480400+09:00	14	148.57
2020-10-21T10:38:07.480425+09:00	14	148.57
2020-10-21T10:38:07.480450+09:00	14	148.57
2020-10-21T10:38:07.480475+09:00	14	148.57
2020-10-21T10:38:07.480500+09:00	14	148.57
2020-10-21T10:38:07.480525+09:00	14	148.57
2020-10-21T10:38:07.480550+09:00	14	148.57
2020-10-21T10:38:07.480575+09:00	14	148.57
2020-10-21T10:38:07.480600+09:00	14	148.57
2020-10-21T10:38:07.480625+09:00	14	148.57
2020-10-21T10:38:07.480650+09:00	14	148.57
2020-10-21T10:38:07.480675+09:00	14	148.57
2020-10-21T10:38:07.480700+09:00	14	148.57
2020-10-21T10:38:07.480725+09:00	14	148.57
2020-10-21T10:38:07.480750+09:00	14	148.57
2020-10-21T10:38:07.480775+09:00	14	148.57
2020-10-21T10:38:07.480800+09:00	14	148.57
2020-10-21T10:38:07.480825+09:00	14	148.57
2020-10-21T10:38:07.480850+09:00	14	148.57
2020-10-21T10:38:07.480875+09:00	14	148.57
2020-10-21T10:38:07.480900+09:00	14	148.57
2020-10-21T10:38:07.480925+09:00	14	148.57
2020-10-21T10:38:07.480950+09:00	14	148.57
2020-10-21T10:38:07.480975+09:00	14	148.57
2020-10-21T10:38:07.481000+09:00	14	148.57
2020-10-21T10:38:07.481025+09:00	14	148.57
2020-10-21T10:38:07.481050+09:00	14	148.57
2020-10-21T10:38:07.481075+09:00	14	148.57
2020-10-21T10:38:07.481100+09:00	14	148.57
2020-10-21T10:38:07.481125+09:00	14	148.57
2020-10-21T10:38:07.481150+09:00	14	148.57
2020-10-21T10:38:07.481175+09:00	14	148.57
2020-10-21T10:38:07.481200+09:00	14	148.57
2020-10-21T10:38:07.481225+09:00	14	148.57
2020-10-21T10:38:07.481250+09:00	14	148.57
2020-10-21T10:38:07.481275+09:00	14	148.57
2020-10-21T10:38:07.481300+09:00	14	148.57
2020-10-21T10:38:07.481325+09:00	14	148.57
2020-10-21T10:38:07.481350+09:00	14	148.57
2020-10-21T10:38:07.481375+09:00	14	148.57
2020-10-21T10:38:07.481400+09:00	14	148.57
2020-10-21T10:38:07.481425+09:00	14	148.57
2020-10-21T10:38:07.481450+09:00	14	148.57
2020-10-21T10:38:07.481475+09:00	14	148.57
2020-10-21T10:38:07.481500+09:00	14	148.57
2020-10-21T10:38:07.481525+09:00	14	148.57
2020-10-21T10:38:07.481550+09:00	14	148.57
2020-10-21T10:38:07.481575+09:00	14	148.57
2020-10-21T10:38:07.481600+09:00	14	148.57
2020-10-21T10:38:07.481625+09:00	14	148.57
2020-10-21T10:38:07.481650+09:00	14	148.57
2020-10-21T10:38:07.481675+09:00	14	148.57
2020-10-21T10:38:07.481700+09:00	14	148.57
2020-10-21T10:38:07.481725+09:00	14	148.57
2020-10-21T10:38:07.481750+09:00	14	148.57
2020-10-21T10:38:07.481775+09:00	14	148.57
2020-10-21T10:38:07.481800+09:00	14	148.57
2020-10-21T10:38:07.481825+09:00	14	148.57
2020-10-21T10:38:07.481850+09:00	14	148.57
2020-10-21T10:38:07.481875+09:00	14	148.57
2020-10-21T10:38:07.481900+09:00	14	148.57
2020-10-21T10:38:07.481925+09:00	14	148.57
2020-10-21T10:38:07.481950+09:00	14	148.57
2020-10-21T10:38:07.481975+09:00	14	148.57
2020-10-21T10:38:07.482000+09:00	14	148.57
2020-10-21T10:38:07.482025+09:00	14	148.57
2020-10-21T10:38:07.482050+09:00	14	148.57
2020-10-21T10:38:07.482075+09:00	14	148.57
2020-10-21T10:38:07.482100+09:00	14	148.57
2020-10-21T10:38:07.482125+09:00	14	148.57
2020-10-21T10:38:07.482150+09:00	14	148.57
2020-10-21T10:38:07.482175+09:00	14	148.57
2020-10-21T10:38:07.482200+09:00	14	148.57
2020-10-21T10:38:07.482225+09:00	14	148.57
2020-10-21T10:38:07.482250+09:00	14	148.57
2020-10-21T10:38:07.482275+09:00	14	148.57
2020-10-21T10:38:07.482300+09:00	14	148.57
2020-10-21T10:38:07.482325+09:00	14	148.57
2020-10-21T10:38:07.482350+09:00	14	148.57
2020-10-21T10:38:07.482375+09:00	14	148.57
2020-10-21T10:38:07.482400+09:00	14	148.57
2020-10-21T10:38:07.482425+09:00	14	148.57
2020-10-21T10:38:07.482450+09:00	14	148.57
2020-10-21T10:38:07.482475+09:00	14	148.57
2020-10-21T10:38:07.482500+09:00	14	148.57
2020-10-21T10:38:07.482525+09:00	14	148.57
2020-10-21T10:38:07.482550+09:00	14	148.57
2020-10-21T10:38:07.482575+09:00	14	148.57
2020-10-21T10:38:07.482600+09:00	14	148.57
2020-10-21T10:38:07.482625+09:00	14	148.57
2020-10-21T10:38:07.482650+09:00	14	148.57
2020-10-21T10:38:07.482675+09:00	14	148.57
2020-10-21T10:38:07.482700+09:00	14	148.57
2020-10-21T10:38:07.482725+09:00	14	148.57
2020-10-21T10:38:07.482750+09:00	14	148.57
2020-10-21T10:38:07.482775+09:00	14	148.57
2020-10-21T10:38:07.482800+09:00	14	148.57
2020-10-21T10:38:07.482825+09:00	14	148.57
2020-10-21T10:38:07.482850+09:00	14	148.57
2020-10-21T10:38:07.482875+09:00	14	148.57
2020-10-21T10:38:07.482900+09:00	14	148.57
2020-10-21T10:38:07.482925+09:00	14	148.57
2020-10-21T10:38:07.482950+09:00	14	148.57
2020-10-21T10:38:07.482975+09:00	14	148.57
2020-10-21T10:38:07.483000+09:00	14	148.57
2020-10-21T10:38:07.483025+09:00	14	148.57
2020-10-21T10:38:07.483050+09:00	14	148.57
2020-10-21T10:38:07.483075+09:00	14	148.57
2020-10-21T10:38:07.483100+09:00	14	148.57
2020-10-21T10:38:07.483125+09:00	14	148.57
2020-10-21T10:38:07.483150+09:00	14	148.57
2020-10-21T10:38:07.483175+09:00	14	148.57
2020-10-21T10:38:07.483200+09:00	14	148.57
2020-10-21T10:38:07.483225+09:00	14	148.57
2020-10-21T10:38:07.483250+09:00	14	148.57
2020-10-21T10:38:07.483275+09:00	14	148.57
2020-10-21T10:38:07.483300+09:00	14	148.57
2020-10-21T10:38:07.483325+09:00	14	148.57
2020-10-21T10:38:07.483350+09:00	14	148.57
2020-10-21T10:38:07.483375+09:00	14	148.57
2020-10-21T10:38:07.483400+09:00	14	148.57
2020-10-21T10:38:07.483425+09:00	14	148.57
2020-10-21T10:38:07.483450+09:00	14	148.57
2020-10-21T10:38:07.483475+09:00	14	148.57
2020-10-21T10:38:07.483500+09:00	14	148.57
2020-10-21T10:38:07.483525+09:00	14	148.57
2020-10-21T10:38:07.483550+09:00	14	148.57
2020-10-21T10:38:07.483575+09:00	14	148.57
2020-10-21T10:38:07.483600+09:00	14	148.57
2020-10-21T10:38:07.483625+09:00	14	148.57
2020-10-21T10:38:07.483650+09:00	14	148.57
2020-10-21T10:38:07.483675+09:00	14	148.57
2020-10-21T10:38:07.483700+09:00	14	148.57
2020-10-21T10:38:07.483725+09:00	14	148.57
2020-10-21T10:38:07.483750+09:00	14	148.57
2020-10-21T10:38:07.483775+09:00	14	148.57
2020-10-21T10:38:07.483800+09:00	14	148.57
2020-10-21T10:38:07.483825+09:00	14	148.57
2020-10-21T10:38:07.483850+09:00	14	148.57
2020-10-21T10:38:07.483875+09:00	14	148.57
2020-10-21T10:38:07.483900+09:00	14	148.57
2020-10-21T10:38:07.483925+09:00	14	148.57
2020-10-21T10:38:07.483950+09:00	14	148.57
2020-10-21T10:38:07.483975+09:00	14	148.57
2020-10-21T10:38:07.484000+09:00	14	148.57
2020-10-21T10:38:07.484025+09:00	14	148.57
2020-10-21T10:38:07.484050+09:00	14	148.57
2020-10-21T10:38:07.484075+09:00	14	148.57
2020-10-21T10:38:07.484100+09:00	14	148.57
2020-10-21T10:38:07.484125+09:00	14	148.57
2020-10-21T10:38:07.484150+09:00	14	148.57
2020-10-21T10:38:07.484175+09:00	14	148.57
2020-10-21T10:38:07.484200+09:00	14	148.57
2020-10-21T10:38:07.484225+09:00	14	148.57
2020-10-21T10:38:07.484250+09:00	14	148.57
2020-10-21T10:38:07.484275+09:00	14	148.57
2020-10-21T10:38:07.484300+09:00	14	148.57
2020-10-21T10:38:07.484325+09:00	14	148.57
2020-10-21T10:38:07.484350+09:00	14	148.57
2020-10-21T10:38:07.484375+09:00	14	148.57
2020-10-21T10:38:07.484400+09:00	14	148.57
2020-10-21T10:38:07.484425+09:00	14	148.57
2020-10-21T10:38:07.484450+09:00	14	148.57
2020-10-21T10:38:07.484475+09:00	14	148.57
2020-10-21T10:38:07.484500+09:00	14	148.57
2020-10-21T10:38:07.484525+09:00	14	148.57
2020-10-21T10:38:07.484550+09:00	14	148.57
2020-10-21T10:38:07.484575+09:00	14	148.57
2020-10-21T10:38:07.484600+09:00	14	148.57
2020-10-21T10:38:07.484625+09:00	14	148.57
2020-10-21T10:38:07.484650+09:00	14	148.57
2020-10-21T10:38:07.484675+09:00	14	148.57
2020-10-21T10:38:07.484700+09:00	14	148.57
